id,name,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id,phone,mobile,fax,email,category_id/id,website,comment,user_id
res_partner_sup_22,หจก. เอ็ม.เอ็น.เค เทรดดิ้ง แอนด์ เซอร์วิส,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,20/32 หมู่ 3 ถนนจตุโชติ แขวงออเงิน ,สายไหม,,กรุงเทพฯ,Thailand,"02-992-4830-1,02-966-8989",,02-992-4832,,,,,
res_partner_sup_23,บริษัท เอ็ม เอส สหกิจวิศวการ จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,1907 ถนนพระราม 4 แขวงลุมพินี,ปทุมวัน,,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_sup_24,หจก. น่ำเชียงหลี,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,42 ซอย 20 มิย 11 แยก 3 ถนนสุทธิวินัจฉัย แขวงสามเสนนอก,ห้วยขวาง,,กรุงเทพฯ,Thailand,02-691-7090-7,, 02-274-7532,,,,,
res_partner_sup_25,บริษัท นวกิจประกันภัย จำกัด (มหาชน),28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,"100/48-55,90/3-6 อาคารสาธรนคร ชั้น 26 ถ.สาทรเหนือ แขวงสีลม",บางรัก,,กรุงเทพฯ,Thailand,02-664-7777,, 02-636-7999,,,,,
res_partner_sup_26,บริษัท ออฟฟิซ คลับ(ไทย) จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,105-106 หมู่ที่ 1 ต.ศรีษะจรเข้ใหญ,อ.บางเสาธง,,สมุทรปราการ,Thailand,02-808-5555 ,, 02-958-5573-5,,,,,
res_partner_sup_27,บริษัท ออฟฟิศเมท จำกัด (มหาชน),28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,24 ซ.อ่อนนุช 66/1 แขวงสวนหลวง,สวนหลวง,,กรุงเทพฯ,Thailand,02-739-5555 ,, 02-763-5555 ,,,,,
res_partner_sup_28,บริษัท วันลิ้งค์ เทคโนโลยี จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,634/3 ชั้น 2 ซ.รามคำแหง 39 (เทพลีลา) ถนนรามคำแหง แขวงวังทองหลาง ,วังทองหลาง,,กรุงเทพฯ,Thailand,02-530-9275-7,, 02-530-9279,,,,,
res_partner_sup_29,บริษัท พาณิชพระนคร (2535) จำกัด,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,280 ศูนย์การค้าแฮปปี้แลนด์ ซ.2 ถ.ลาดพร้าว คลองจั่น ,บางกะปิ,,กรุงเทพฯ,Thailand,02-734-2035-38 ,,02-734-2039,,,,,
res_partner_sup_30,บริษัท อุตสาหกรรมกระดาษต่อเนื่อง จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,159 หมู่ 3 ถนนเทพารักษ์ ตำบลบางพลีใหม่,อ.บางพลี ,,สมุทรปราการ,Thailand,02-730-4900-5,, 02-730-4930,,,,,
res_partner_sup_31,บริษัท พาราวินเซอร์ จำกัด (สาขาศรีนครินทร์),28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,829 ถ.ศรีนครินทร์ แขวงสวนหลวง,สวนหลวง,,กรุงเทพฯ,Thailand,02-320-4222-7 ,,02-02-320-4220,,,,,
res_partner_sup_32,บริษัท โพลาร์ เว็บแอปพลิเคชั่น จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,9/5 ซ.รัชดาภิเษก 18 ถ.รัชดาภิเษก แขวงห้วยขวาง ,ห้วยขวาง,,กรุงเทพฯ,Thailand,02-694-0295-99,, 02-694-0293,,,,,
res_partner_sup_33,หจก. อาร์.ยู.เอ็ม บอดี้แอนด์ทรัค,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,47/12 หมู่ 6 ตำบลท่าไม้ ,อ.กระทุ่มแบน,,สมุทรสาคร,Thailand,02-810-9396 ,, 02-431-6188,,,,,
res_partner_sup_34,บริษัท แสงฟ้าอีซูซุเซลส์ จำกัด (สาขาไทรน้อย),28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,60 หมู่ที่ 10 ถนนไทรน้อย-ลาดบัวหลวง ต.คลองขวาง,อ.ไทรน้อย,,นนทบุรี,Thailand,02-921-9977,, 02-921-9511,,,,,
res_partner_sup_35,บริษัท เชลล์แห่งประเทศไทย จำกัด,7 Days,,TRUE,FALSE,TRUE,,Default,FALSE,10 ถนนสุนทรโกษา คลองเตย ,คลองเตย,,กรุงเทพฯ,Thailand,02-657-9700,,,,,,,
res_partner_sup_36,ร้าน สมพงษ์ บริการ,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,1960 ถนนพัฒนาการ แขวงสวนหลวง,สวนหลวง,,กรุงเทพฯ,Thailand,"02-321-9919,02-321-9991",,,,,,,
res_partner_sup_37,หจก. ศรีตะวัน,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,1/6-8 หมู่ 16 ถ.นครเขื่อนขันธ์ ต.บางพึ่ง ,อ.พระประแดง,,สมุทรปราการ,Thailand,02-464-3344 ,,,,,,,
res_partner_sup_38,บริษัท เทอร์มิแนล อีซูซุ จำกัด,7 Days,,TRUE,FALSE,TRUE,,Default,FALSE,390 หมู่ 3 ตำบลบางโฉลง ,อ.บางพลี ,,สมุทรปราการ,Thailand,02-312-5940-44 ,,02-312-5955,,,,,
res_partner_sup_39,หจก. ฐานิตปิโตรเลียม,7 Days,,TRUE,FALSE,TRUE,,Default,FALSE,1883/1 ถนนพระราม 4 แขวงลุมพินี ,ปทุมวัน,,กรุงเทพฯ,Thailand,02-655-8548,,,,,,,
res_partner_sup_40,บมจ. ธนาคารทิสโก้,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,อาคารทิสโก้ 48/2 ถ.สาทรเหนือ สีลม บางรัก กรุงเทพฯ,บางรัก,,กรุงเทพฯ,Thailand,02-633-6000,,,,,,,
res_partner_sup_41,โรงงาน ยาสูบ กระทรวงการคลัง,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,184 ถนนพระราม 4 เขตคลองเตย,คลองเตย,,กรุงเทพฯ,Thailand,02-251-4952 ,,,,,,,
res_partner_sup_42,โรงงาน ยาสูบ กระทรวงการคลัง,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,184 ถนนพระราม 4 เขตคลองเตย ,คลองเตย,,กรุงเทพฯ,Thailand,02-251-4952 ,,,,,,,
res_partner_sup_43,โรงงาน ยาสูบ กระทรวงการคลัง,7 Days,,TRUE,FALSE,TRUE,,Default,FALSE,184 ถนนพระราม 4 เขตคลองเตย,คลองเตย,,กรุงเทพฯ,Thailand,02-251-4952 ,,,,,,,
res_partner_sup_44,บริษัท ตรีเพชรอีซูซุบริการ จำกัด,7 Days,,TRUE,FALSE,TRUE,,Default,FALSE,99 หมู่ 1 ถนนบรมราชชนนี (ปิ่นเกล้า-นครชัยศรี) ต.บางเตย ,อ.สามพราน,,นครปฐม,Thailand,"02-482-1700-11,02-482-1713",,,,,,,
res_partner_sup_45,บริษัท วิริยะประกันภัย จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,"121/28,121/65 อาคารอาร์ เอส ทาวเวอร์ ถ.รัชดาภิเษก แขวงดินแดง ",ดินแดง,,กรุงเทพฯ,Thailand,02-239-1970 ,,02-641-3589,,,,,
res_partner_sup_46,บริษัท ดับเบิลยูทีอีซี จำกัด,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,889 อาคารไทยซีซีทาวเวอร์ ชั้น 12 ห้อง 125-128 ถ.สาทรใต้ แขวงยานนาวา ,สาทร,,กรุงเทพฯ,Thailand,02-673-9484,, 02-673-9483 ,,,,,
res_partner_sup_47,บจก. แกรนด์ โพรไลน์ มาร์เก็ตติ้ง,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,8/11 ม.6 ถ.พัฒนาการ แขวงประเวศ,ประเวศ,,กรุงเทพฯ,Thailand,02-322-6767-8,,,,,,,
res_partner_sup_48,บจก. เค.เอ็น การ์เม้นท์ เทรดดิ้ง,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,271/28 หมู่บ้านภักดีซอย 6 ถ.พระรามสาม ซ.11  ,บางคอแหลม,,กรุงเทพฯ,Thailand,02-291-3941,,,,,,,
res_partner_sup_49,โรงแรม เซ็นทรัลเวิลด์,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,999/99 ถ.พระราม 1 ,ปทุมวัน,,กรุงเทพฯ,Thailand,02-1001234,,,,,,,
res_partner_sup_50,บจก. ซีพีเอฟ เทรดดิ้ง,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,,,,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_sup_51,บจก. เซ็นทรัล ฟู้ด รีเทล สาขาทองหล่อ,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,150 ถ.สุขุมวิท55(ทองหล่อ)แขวงคลองตันเหนือ,วัฒนา,,กรุงเทพฯ,Thailand,02-3813180,,,,,,,
res_partner_sup_52,บจก. สำนักงานกฎหมายธรรมนิติ ,Cash,,TRUE,FALSE,TRUE,,Default,FALSE,ชั้น4อาคารนายเลิศทาวเวอร์2/4 ถ.วิทยุ ลุมพินี ปทุมวัน กรุงเทพฯ,ปทุมวัน,,กรุงเทพฯ,Thailand,02-680-9776,,,,,,,
res_partner_sup_53,บจก. เนชั่นไวด์,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,,,,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_sup_54,บจก. พีแอล เพิ่มทรัพย์ บอดี้ ทรัค,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,"32,32/1-2 ถ.กรุงเทพกรีฑา แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพฯ",ลาดกระบัง,,กรุงเทพฯ,Thailand,02-6249484,,,,,,,
res_partner_sup_55,บจก. สยามดีซีเอ็ม,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,256 ถ.ร่มเกล้า แขวงมีนบุรี ,มีนบุรี,,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_sup_56,คุณ อิทธิ  นานา,28 Days,,TRUE,FALSE,TRUE,,Default,FALSE,31/1 ถ.สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา  กรุงเทพ,วัฒนา,,กรุงเทพฯ,Thailand,,,,,,,,
