id,name,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id,phone,mobile,fax,email,category_id/id,website,comment,user_id
res_partner_cust_48,ร้าน พรเทพ,,,TRUE,TRUE,FALSE,,Default,FALSE,แผงลอย ตลาดอ่อนนุช ถ.สุขุมวิท77 แขวงพระโขนง,วัฒนา,10260,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_49,ร้าน ไพรัช,,,TRUE,TRUE,FALSE,,Default,FALSE,451 ถ.อาจณรงค์ แขวงคลองเตย,คลองเตย,10110,กรุงเทพฯ,Thailand,02-671-7343,,,,,,,
res_partner_cust_50,ร้าน ฟ้าใส,,,TRUE,TRUE,FALSE,,Default,FALSE,แผงลอยตลาดอ่อนนุช ถ.สุขุมวิท77 แขวงพระโขนง,คลองเตย,10110,กรุงเทพฯ,Thailand,02-331-1098,,,,,,,
res_partner_cust_51,ร้าน ภูธีรภาพ,,,TRUE,TRUE,FALSE,,Default,FALSE,32/18-19 ถ.รามอินทรา55/8 ซ.วัชรพล ท่าแร้ง บางเขน ,บางเขน ,10230,กรุงเทพฯ,Thailand,02-9471817,,,,,,,
res_partner_cust_52,บริษัท มยุรี โลจิสติกส์ จก,,,TRUE,TRUE,FALSE,,Default,FALSE,20/12 หมู่1 ต.บ้านกลาง ,อ.เมือง,,ปทุมธานี,Thailand,02-979-6841,,,,,,,
res_partner_cust_53,บริษัท มีสุขฟอร์เอฟเวอร์ จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,24/6 หมู่8 แขวงฉิมพลี ,ตลิ่งชัน ,10170,กรุงเทพฯ,Thailand,02-894-6225,,,,,,,
res_partner_cust_54,ร้าน มานะพานิช,,,TRUE,TRUE,FALSE,,Default,FALSE,4/2 ตลาดอ่อนนุช ถ.สุขุมวิท เขตพระโขนง ,วัฒนา,10260,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_55,ร้าน มินขายส่ง,,,TRUE,TRUE,FALSE,,Default,FALSE,29/35 ถ.เพิ่มสิน-ออเงิน ต.คลองถนน ,สายไหม,10220,กรุงเทพฯ,Thailand,02-994-2033,,,,,,,
res_partner_cust_56,ร้าน ยงสุวัฒน์,,,TRUE,TRUE,FALSE,,Default,FALSE,49-51 ถ.ทรงวาด แขวงจักรวรรดิ ,สัมพันธวงศ์,10140,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_57,ร้าน ยิ่งเจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,477/2 ซ.สุทธิพร แขวงดินแดง,ดินแดง,10400,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_58,ร้าน รุ่งเจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,500/6-7 ซ.อยู่เจริญ  เขตดินแดง,ดินแดง,10400,กรุงเทพฯ,Thailand,02-247-3671,081-834-0735,,,,,,
res_partner_cust_59,ร้าน รุ่งทรัพย์พาณิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,2194/12 ถ.เจริญกรุง ซ.เจริญกรุง74/2 แขวงวัดพระยาไกร,บางคอแหลม,10120,กรุงเทพฯ,Thailand,,080-970-0865,,,,,,
res_partner_cust_60,ร้าน ร่วมมิตร,,,TRUE,TRUE,FALSE,,Default,FALSE,782/59 ซ.ร่วมมิตร ถ.จันทน์ เขตสาทร,ยานนาวา,10120,กรุงเทพฯ,Thailand,02-211-5473,085-108-8550,,,,,,
res_partner_cust_61,ร้าน ฤกษ์ชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,683/22 สุขุมวิท101/1 บางจาก ,พระโขนง,,กรุงเทพฯ,Thailand,02-3930101,,,,,,,
res_partner_cust_62,ร้าน เลี่ยวฮวดใช้,,,TRUE,TRUE,FALSE,,Default,FALSE,291/68-69 ซ.ศาลเจ้าพ่อสมบูรณ์ ถ.สรณคมน์ ข.ดอนเมือง,ดอนเมือง,10210,กรุงเทพฯ,Thailand,02-292-7433,,,,,,,
res_partner_cust_63,ร้าน วงเดือน,,,TRUE,TRUE,FALSE,,Default,FALSE,51 ถนนริมคลองประปา แขวงบางซื่อ,บางซื่อ,,กรุงเทพฯ,Thailand,02-5876940,086-5545166,,,,,,
res_partner_cust_64,ร้าน วันเพ็ญ,,,TRUE,TRUE,FALSE,,Default,FALSE,870 ถ.พัฒนาการ ซ.22 สวนหลวง,สวนหลวง,,กรุงเทพฯ,Thailand,,081-8439927,,,,,,
res_partner_cust_65,ร้าน วงกรการค้า,,,TRUE,TRUE,FALSE,,Default,FALSE,48/115 ตลาดวงศกร ถ.สายไหม สายไหม ,สายไหม,,กรุงเทพฯ,Thailand,02-5333785,,,,,,,
res_partner_cust_66,ร้าน วิภาบ้านใหม่,,,TRUE,TRUE,FALSE,,Default,FALSE,13 เจริญกรุง85 แขวงพระยาไกร,บางคอแหลม,,กรุงเทพฯ,Thailand,02-2891040,,,,,,,
res_partner_cust_67,บริษัท วิลล่า มาร์เก็ต เจ พี จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,"591/1,4-7 ถนนสุขุมวิท แขวงคลองตันเหนือ",วัฒนา,,กรุงเทพฯ,Thailand,02-662-1000,,,,,,,
res_partner_cust_68,ร้าน วิศาล,,,TRUE,TRUE,FALSE,,Default,FALSE,904/4 ซ.ปรีดีพนมยงค์2 ตลาดพระโขนง ถ.สุขุมวิท71 พระโขนงเหนือ,วัฒนา,,กรุงเทพฯ,Thailand,02-390-2206,,,,,,,
res_partner_cust_69,ร้าน วุฒิศักดิ์,,,TRUE,TRUE,FALSE,,Default,FALSE,12/7 ถ.ประชาอุทิศ แขวงสีกัน ,ดอนเมือง,10210,กรุงเทพฯ,Thailand,02-9297021,,,,,,,
res_partner_cust_70,ร้าน อรศิมา,,,TRUE,TRUE,FALSE,,Default,FALSE,207/87 ม.6 ถ.รังสิต-งามวงศ์วาน เขตทุ่งสองห้อง,หลักสี่,10210,กรุงเทพฯ,Thailand,02-589-8957,,,,,,,
res_partner_cust_71,ร้าน ศุภชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,153/2 ถ.พหลโยธิน แขวงสามเสนใน,พญาไท,10400,กรุงเทพฯ,Thailand,02-278172,,,,,,,
res_partner_cust_72,ร้าน สกุลรัตน์,,,TRUE,TRUE,FALSE,,Default,FALSE,324 ถ.พณิชยการธนบุรี แขวงท่าพระ ,บางกอกใหญ่,10600,กรุงเทพฯ,Thailand,02-4124111,,,,,,,
res_partner_cust_73,ร้าน สถาพร,,,TRUE,TRUE,FALSE,,Default,FALSE,292/89-90 ถ.หลานหลวง สี่แยกมหานาค ,ดุสิต,10300,กรุงเทพฯ,Thailand,02-282-7645,089-119310,,,,,,
res_partner_cust_74,คุณ สุชาติ อิสสระสิทธิภาพ,,,TRUE,TRUE,FALSE,,Default,FALSE,156/16 ถ.อิสรภาพ เขตบ้านช่างหล่อ ,บางกอกน้อย,10700,กรุงเทพฯ,Thailand,02-887-5221,081-818-6531,,,,,,
res_partner_cust_75,ร้าน สมบุญการค้า,,,TRUE,TRUE,FALSE,,Default,FALSE,599/40 ซ.ลาดพร้าว1 ถ.ลาดพร้าว แขวงจตุจักร,จัตุจักร,10900,กรุงเทพฯ,Thailand,02-513-4897,,,,,,,
res_partner_cust_76,ร้าน แสงประภา,,,TRUE,TRUE,FALSE,,Default,FALSE,1612 ถ.สุทธิสารวินิจฉัย ซ.พอจิต  เขตห้วยขวาง,ห้วยขวาง,10310,กรุงเทพฯ,Thailand,02-277-0202,",081-612-6042",,,,,,
res_partner_cust_77,บริษัท สหพัฒนาการเกษตร,,,TRUE,TRUE,FALSE,,Default,FALSE,4/18 หมู่บ้านสายทิพย์ ถ.เลียบคลองฯฝั่งใต้,หนองแขม,10160,กรุงเทพฯ,Thailand,02-807-3185,,,,,,,
res_partner_cust_78,ร้าน สมพงษ์พาณิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,4 ซ.สุดประเสิฐ5 ถ.สุดประเสริฐ แขวงบางโคล่,บางคอแหลม,10120,กรุงเทพฯ,Thailand,02-291-6945,087-055-1159,,,,,,
res_partner_cust_79,บริษัท สยามพารากอน รีเทล จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,991/1 ถนนพระราม 1 แขวงปทุมวัน,ปทุมวัน,,กรุงเทพฯ,Thailand,02-610-9000,,,,,,,
res_partner_cust_80,ร้าน สมชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,322/337-8 ซอยอยู่เจริญ แขวงดินแดง ,ดินแดง,10320,กรุงเทพฯ,Thailand,02-246-2794,,,,,,,
res_partner_cust_81,ร้าน สมัยรุ่งเรือง,,,TRUE,TRUE,FALSE,,Default,FALSE,61/5 ม.4 ถ.สุขาภิบาล5 ท่าแร้ง ,บางเขน,10220,กรุงเทพฯ,Thailand,",02-5528696",083-0103974,,,,,,
res_partner_cust_82,ร้าน สมศักดิ์,,,TRUE,TRUE,FALSE,,Default,FALSE,146 ซ.สุภาพงษ์ 1 ถนนศรีนครินทร์ แขวงประเวศ,ประเวศ,10250,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_83,ร้าน ส.รุ่งเรือง,,,TRUE,TRUE,FALSE,,Default,FALSE,ที่อยู่ : 86-88 ถ.นวมินทร์ แขวงคลองจั่น,ลาดพร้าว,10240,กรุงเทพฯ,Thailand,02-377-0815,089-118-0815,,,,,,
res_partner_cust_84,ร้าน สหชัยโรจน์,,,TRUE,TRUE,FALSE,,Default,FALSE,50/7-8 ซ.สุขุมวิท42 ถ.พระราม4 แขวงคลองเตย,คลองเตย,,กรุงเทพฯ,Thailand,02-392-3493,,,,,,,
res_partner_cust_85,ห้าง สัมพันธ์,,,TRUE,TRUE,FALSE,,Default,FALSE,61/178 ซ.ทวีมิตร 7 ถ.พระราม 9 แขวงห้วยขวาง,ห้วยขวาง,10320,กรุงเทพฯ,Thailand,,081-622-2985,,,,,,
res_partner_cust_86,ร้าน สินอนันต์,,,TRUE,TRUE,FALSE,,Default,FALSE,2350/10 ถ.เจริญกรุง แขวงบางคอแหลม,บางคอแหลม,10120,กรุงเทพฯ,Thailand,02-2911337,,,,,,,
res_partner_cust_87,คุณ สุพิศ  วังศิริทักษ์,,,TRUE,TRUE,FALSE,,Default,FALSE,501/4 ถ.นางลิ้นจี่ แขวงช่องนนทรี,ยานนาวา,,กรุงเทพฯ,Thailand,02-285-2684,,,,,,,
res_partner_cust_88,ร้าน สุรชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,4236/123 ซ.ตรอกนอกเขต เขตบางโคล่,บางคอแหลม,10120,กรุงเทพฯ,Thailand,02-291-0935,081-550-5139,,,,,,
res_partner_cust_89,หจก. เหรียญทองซูปเปอร์บิ๊ก,,,TRUE,TRUE,FALSE,,Default,FALSE,123 ซ.โกสุมรวมใจ5 ดอนเมือง ,ดอนเมือง,10210,กรุงเทพฯ,Thailand,02-981-0603,081-844-3775,,,,,,
res_partner_cust_90,ร้าน หยิมฮะฮวด,,,TRUE,TRUE,FALSE,,Default,FALSE,เขตธนบุรี,เขตธนบุรี,,กรุงเทพฯ,Thailand,02-4662517,,,,,,,
res_partner_cust_91,ร้าน ศูนย์การค้าดาวคนอง ซูปเปอร์,,,TRUE,TRUE,FALSE,,Default,FALSE,1138-1138/1 แขวงดาวคนอง,ดาวคนอง ,,กรุงเทพฯ,Thailand,02-468-3589,,,,,,,
res_partner_cust_92,อ-อ.นิวัฒน ร้าน อ.นิวัฒน์,,,TRUE,TRUE,FALSE,,Default,FALSE,9/447 โชคชัย4 แขวงลาดพร้าว,ลาดพร้าว,,กรุงเทพฯ,Thailand,02-5389768,,,,,,,
res_partner_cust_93,ร้าน กิมคลองตัน,,,TRUE,TRUE,FALSE,,Default,FALSE,1551 ถ.รามคำแหง แขวงคลองตัน,คลองเตย,10110,กรุงเทพฯ,Thailand,02-281-9741,,,,,,,
res_partner_cust_94,ร้าน อุดมทรัพย์,,,TRUE,TRUE,FALSE,,Default,FALSE,207/86 ถ.รังสิต-งามวงศ์วาน แขวงทุ่งสองห้อง ,หลักสี่,10210,กรุงเทพฯ,Thailand,02-953-3047,084-140-5301,,,,,,
res_partner_cust_95,ร้าน อุดมวิทย์,,,TRUE,TRUE,FALSE,,Default,FALSE,49/43 ซ.ประวิทย์(อุดมสุข51) แขวงบางจาก,บางนา,10110,กรุงเทพฯ,Thailand,02-729-7544,,,,,,,
res_partner_cust_96,ร้าน อั๊ง,,,TRUE,TRUE,FALSE,,Default,FALSE,460 ม.2 ซ.แก้วเงินทอง แขวงฉิมพลี ,ตลิ่งชัน ,10170,กรุงเทพฯ,Thailand,02-8879364,,,,,,,
res_partner_cust_97,ร้าน เอกรินทร์,,,TRUE,TRUE,FALSE,,Default,FALSE,537/70 ตลาดรุ่งเจริญ เขตยานนาวา ,ยานนาวา,,กรุงเทพฯ,Thailand,02-294-4027,,,,,,,
res_partner_cust_98,ร้าน เอี่ยงกี่,,,TRUE,TRUE,FALSE,,Default,FALSE,1040 หน้าตลาดแสงทิพย์ ซ.ปรีดีพนมยงค์ ถ.สุขุมวิท  พระโขนง,วัฒนา,10110,กรุงเทพฯ,Thailand,02-3912306,,,,,,,
res_partner_cust_99,ร้าน เฮียลักษณ์สโตร์,,,TRUE,TRUE,FALSE,,Default,FALSE,27-27/1 ถ.ลาดพร้าว 80 แยก 2 วังทองหลาง,วังทองหลาง,10230,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_100,ร้าน เฮงเลี้ยงเฮง,,,TRUE,TRUE,FALSE,,Default,FALSE,27/34 ซ.2 ตลาดคลองเตย ถ.สุนทรโกษา แขวงคลองเตย,คลองเตย,10110,กรุงเทพฯ,Thailand,,,,,,,,
