id,name,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,vat,branch,country_id,phone,mobile,fax,email,website,category_id,comment,shipper_ids,property_payment_term,user_id
res_partner_cust_37,หจก. ดีดีค้าส่ง,,,TRUE,TRUE,FALSE,,Default,FALSE,135/22 ม.7 ซ.รามอินทรา39 ,แขวงท่าแร้ง  เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-973-1635-39,085-059-5164,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_38,ร้าน ทรัพย์ชัยเจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,760 ถ.เจริญพัฒนา ,แขวงบางชัน  เขตคลองสามวา,10510,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-540-1928,085-553-8934,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_39,ร้าน ไทยมิตรน้ำแข็ง,,,TRUE,TRUE,FALSE,,Default,FALSE,18/11-12-13 ถ.สรงประภาซอย1 ,แขวงสีกัน เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-928-2872,081-734-1102,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_40,ร้าน ธนนลธ์,,,TRUE,TRUE,FALSE,,Default,FALSE,1821/1 ถ.สุขุมวิท,แขวงพระโขนง  เขตพระโขนง,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-392-5110,081-306-6587,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_41,ร้าน น้ำทิพย์,,,TRUE,TRUE,FALSE,,Default,FALSE,27/34 ถ.สุนทรโกษา,แขวงคลองเตย  เขตคลองเตย ,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-240-2732,081-830-0025,02-249-2765,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_42,ร้าน โนรี,,,TRUE,TRUE,FALSE,,Default,FALSE,141/5 ถ.รามอินทรา ,แขวงอนุสาวรีย์ เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-970-8224-5,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_43,บริษัท ปรีชาพัฒน์   จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,61/154 แยก17 ซ.ลาดพร้าว41 (ซ.ภาวนา) ,แขวงจันทรเกษม เขตจัตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-541-9767,081-318-0990,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_44,ร้าน ประสงค์เจริญพาณิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,747 หมู่4 หมู่บ้านการ์เด้นโฮมเลจ ,แขวงลาดกระบัง   เขตลาดกระบัง,10520,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-737-1575,089-897-4282,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_45,ร้าน คุณเปีย ศัลย์วิวรรธน์,,,TRUE,TRUE,FALSE,,Default,FALSE,1151 ถ.เพชรบุรีตัดใหม่ ,แขวงมักกะสัน  เขตราชเทวี,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Self Picking,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_46,ร้าน พรจำรัส,,,TRUE,TRUE,FALSE,,Default,FALSE,85/39 ม.4 ถ.โกสุมรวมใจ,แขวงทุ่งสีกัน  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-981-1149,085-720-3456,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_47,ร้าน พรทิพย์,,,TRUE,TRUE,FALSE,,Default,FALSE,48/93 ตลาดวงศกร ถ.สายไหม ,แขวงสายไหม  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-994-3671,081-372-3842,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_48,ร้าน พี่พร,,,TRUE,TRUE,FALSE,,Default,FALSE,54/63 ซ.ชินเขต2/36 ทุ่งสองห้อง,แขวงทุ่งสองห้อง  เขตหลักสี่,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-443-1747,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_49,หจก. พิพัฒน์พูลลาภ,,,TRUE,TRUE,FALSE,,Default,FALSE,310/17-18 ถ.สรงประภา4 ,แขวงสีกัน  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-566-1534,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_50,ร้าน พรชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,23 ซ.ลาซาล24 สุขุมวิท105 ,แขวงบางนา  เขตบางนา,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-749-2831,089-922-2044,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_51,ร้าน พรเทพ,,,TRUE,TRUE,FALSE,,Default,FALSE,252/15 ซ.2/1 แผงลอย ตลาดอ่อนนุช ถ.สุขุมวิท77 ,แขวงพระโขนง  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-311-2085,086-345-0020,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_52,ร้าน ไพรัช,,,TRUE,TRUE,FALSE,,Default,FALSE,451 ถ.อาจณรงค์ ,แขวงคลองเตย   เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-671-7345,081-932-0627,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_53,ร้าน ฟ้าใส,,,TRUE,TRUE,FALSE,,Default,FALSE,แผงลอยตลาดอ่อนนุช ถ.สุขุมวิท77,แขวงพระโขนง  เขตวัฒนา,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-331-1098,089-220-9900,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_54,บริษัท  ภูธีรภาพ  จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,32/18-19 ถ.รามอินทรา55/8 ซ.วัชรพล ,แขวงท่าแร้ง   เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-108-4182,081-350-5009,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_55,บริษัท มีสุขฟอร์เอฟเวอร์ จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,24/6 หมู่8,แขวงฉิมพลี  เขตตลิ่งชัน ,10170,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-894-6225,083-096-8391,02-894-6226,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_56,ร้าน มานะพานิช,,,TRUE,TRUE,FALSE,,Default,FALSE,4/2 ตลาดอ่อนนุช ถ.สุขุมวิท ,แขวงพระโขนง  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-311-0086,087-060-6616,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_57,ร้าน มินขายส่ง,,,TRUE,TRUE,FALSE,,Default,FALSE,29/35 ถ.เพิ่มสิน-ออเงิน ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-994-2033,086-555-7705,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_58,ร้าน ยงสุวัฒน์,,,TRUE,TRUE,FALSE,,Default,FALSE,49-51 ถ.ทรงวาด,แขวงจักรวรรดิ  เขตสัมพันธวงศ์,10100,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_59,ร้าน ยิ่งเจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,477/2 ซ.สุทธิพร ,แขวงดินแดง  เขตดินแดง,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_60,ร้าน รุ่งเจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,500/6-7 ซ.อยู่เจริญ ,แขวงดินแดง  เขตดินแดง,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_61,ร้าน รุ่งทรัพย์พาณิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,2194/12 ถ.เจริญกรุง ซ.เจริญกรุง74/2 ,แขวงวัดพระยาไกร  เขตบางคอแหลม,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-289-3410,080-970-0865,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_62,ร้าน ร่วมมิตร,,,TRUE,TRUE,FALSE,,Default,FALSE,782/59 ซ.ร่วมมิตร ถ.จันทน์ ,แขวงสาทร  เขตยานนาวา,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-211-5473,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_63,ร้าน ฤกษ์ชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,683/22 สุขุมวิท101/1 ,แขวงบางจาก  เขตบางนา,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-397-1275,086-617-9543,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_64,ร้าน เลี่ยวฮวดใช้,,,TRUE,TRUE,FALSE,,Default,FALSE,291/68-69 ซ.ศาลเจ้าพ่อสมบูรณ์ ถ.สรณคมน์ ,แขวงดอนเมือง  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-929-7433,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_65,ร้าน วงเดือน,,,TRUE,TRUE,FALSE,,Default,FALSE,51 ถ.ริมคลองประปา,แขวงบางซื่อ   เขตบางซื่อ,10800,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_66,ร้าน วันเพ็ญ,,,TRUE,TRUE,FALSE,,Default,FALSE,870 ถ.พัฒนาการ ซ.22 ,แขวงสวนหลวง  เขตสวนหลวง,10250,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_67,ร้าน วงศกรการค้า,,,TRUE,TRUE,FALSE,,Default,FALSE,48/115 ตลาดวงศกร ถ.สายไหม ,แขวงสายไหม  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-010-0109,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_68,ร้าน วิภาบ้านใหม่,,,TRUE,TRUE,FALSE,,Default,FALSE,13 เจริญกรุง85 ,แขวงพระยาไกร  เขตบางคอแหลม,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_69,ร้าน วิศาล,,,TRUE,TRUE,FALSE,,Default,FALSE,904/4 ซ.ปรีดีพนมยงค์2 ตลาดพระโขนง ถ.สุขุมวิท71,แขวงพระโขนงเหนือ  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-390-2206,086-773-9641,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_70,ร้าน อรศิมา,,,TRUE,TRUE,FALSE,,Default,FALSE,207/87 ม.6 ถ.รังสิต-งามวงศ์วาน ,แขวงทุ่งสองห้อง  เขตหลักสี่,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-849-7728,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_71,ร้าน ศุภชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,153/2 ถ.พหลโยธิน ,แขวงสามเสนใน  เขตพญาไท,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_72,ร้าน สกุลรัตน์,,,TRUE,TRUE,FALSE,,Default,FALSE,324 ถ.พณิชยการธนบุรี ,แขวงท่าพระ  เขตบางกอกใหญ่,10600,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-412-4111,087-551-8499,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_73,ร้าน สถาพร,,,TRUE,TRUE,FALSE,,Default,FALSE,292/89-90 ถ.หลานหลวง ,แขวงดุสิต   เขตดุสิต,10300,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-282-7645,089-118-9310,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_74,ร้าน สมบุญการค้า,,,TRUE,TRUE,FALSE,,Default,FALSE,599/40 ซ.ลาดพร้าว1 ถ.ลาดพร้าว ,แขวงจัตุจักร  เขตจัตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-513-1160,085-836-4902,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
